order_id,product_id,add_to_cart_order,reordered,user_id,user_total_orders,user_is_newbie,user_is_veteran,user_weekend_ratio,user_favorite_dow,user_peak_hour_ratio,user_night_ratio,user_avg_days_between_orders,user_max_gap,user_is_weekly_shopper,user_is_monthly_shopper,user_reorder_ratio,user_exploration_score,product_order_count,product_reorder_rate,product_unique_users,product_avg_cart_position,product_organic_flag,aisle_total_orders_x,aisle_id,department_id,aisle_total_orders_y,aisle_unique_products,aisle_unique_users,aisle_reorder_rate,aisle_popularity_rank,department_total_orders,department_unique_products,department_unique_users,department_reorder_rate,department_popularity_rank,up_orders,up_last_order_number,up_order_rate,up_reorder_rate,up_cart_mean,up_orders_since_last
79961,14447,1,1,146112,182,0,1,0.6208791208791209,0,0.7692307692307693,0.0,14.16568047337278,30.0,0.1978021978021978,0.0604395604395604,0.3791208791208791,0.48,2258.0,0.650132860938884,790.0,8.970327723649246,0.0,456386.0,3,19,456386,832,63592,0.5980069502570193,15,2887550,6263,174219,0.5741798410417136,3,11.0,16.0,0.6111111111111112,0.9090909090909092,3.272727272727273,2.0
79961,44142,2,1,146112,182,0,1,0.6208791208791209,0,0.7692307692307693,0.0,14.16568047337278,30.0,0.1978021978021978,0.0604395604395604,0.3791208791208791,0.48,43009.0,0.5489316189634728,19400.0,8.574251900764956,0.0,3418021.0,83,4,3418021,569,159213,0.5945463763973363,2,9479291,1684,193237,0.6499125303780631,1,5.0,17.0,0.2777777777777778,0.8,5.0,1.0
79961,27845,3,1,146112,182,0,1,0.6208791208791209,0,0.7692307692307693,0.0,14.16568047337278,30.0,0.1978021978021978,0.0604395604395604,0.3791208791208791,0.48,137905.0,0.8303542293607918,23395.0,5.434748558790472,1.0,891015.0,84,16,891015,243,109226,0.7814279220888537,6,5414016,3448,190565,0.6699686517365298,2,10.0,14.0,0.5555555555555556,0.9,3.5,4.0
79961,45066,4,0,146112,182,0,1,0.6208791208791209,0,0.7692307692307693,0.0,14.16568047337278,30.0,0.1978021978021978,0.0604395604395604,0.3791208791208791,0.48,79769.0,0.7248179117200918,21951.0,7.391129386102371,0.0,3642188.0,24,4,3642188,382,177141,0.7181037881625001,1,9479291,1684,193237,0.6499125303780631,1,0.0,0.0,0.0,0.0,0.0,0.0
79961,14159,5,0,146112,182,0,1,0.6208791208791209,0,0.7692307692307693,0.0,14.16568047337278,30.0,0.1978021978021978,0.0604395604395604,0.3791208791208791,0.48,3517.0,0.4205288598237134,2038.0,8.318453227182257,0.0,3642188.0,24,4,3642188,382,177141,0.7181037881625001,1,9479291,1684,193237,0.6499125303780631,1,0.0,0.0,0.0,0.0,0.0,0.0
79961,15937,6,0,146112,182,0,1,0.6208791208791209,0,0.7692307692307693,0.0,14.16568047337278,30.0,0.1978021978021978,0.0604395604395604,0.3791208791208791,0.48,17401.0,0.4976150795931268,8742.0,9.23613585426125,0.0,3418021.0,83,4,3418021,569,159213,0.5945463763973363,2,9479291,1684,193237,0.6499125303780631,1,0.0,0.0,0.0,0.0,0.0,0.0
79961,45,7,0,146112,182,0,1,0.6208791208791209,0,0.7692307692307693,0.0,14.16568047337278,30.0,0.1978021978021978,0.0604395604395604,0.3791208791208791,0.48,18413.0,0.6554608157280183,6344.0,8.04686905990333,0.0,3418021.0,83,4,3418021,569,159213,0.5945463763973363,2,9479291,1684,193237,0.6499125303780631,1,0.0,0.0,0.0,0.0,0.0,0.0
79961,29487,8,1,146112,182,0,1,0.6208791208791209,0,0.7692307692307693,0.0,14.16568047337278,30.0,0.1978021978021978,0.0604395604395604,0.3791208791208791,0.48,40212.0,0.6376703471600518,14570.0,7.913408932656918,0.0,3418021.0,83,4,3418021,569,159213,0.5945463763973363,2,9479291,1684,193237,0.6499125303780631,1,2.0,2.0,0.1111111111111111,0.5,7.5,16.0
79961,17461,9,0,146112,182,0,1,0.6208791208791209,0,0.7692307692307693,0.0,14.16568047337278,30.0,0.1978021978021978,0.0604395604395604,0.3791208791208791,0.48,16816.0,0.673941484300666,5483.0,8.39099666983825,1.0,129514.0,35,12,129514,82,37985,0.6128603857498031,57,708931,907,113891,0.5676744281178281,13,0.0,0.0,0.0,0.0,0.0,0.0
79961,38400,10,1,146112,182,0,1,0.6208791208791209,0,0.7692307692307693,0.0,14.16568047337278,30.0,0.1978021978021978,0.0604395604395604,0.3791208791208791,0.48,16535.0,0.5489567583912912,7458.0,8.47638342908981,0.0,3418021.0,83,4,3418021,569,159213,0.5945463763973363,2,9479291,1684,193237,0.6499125303780631,1,1.0,6.0,0.0555555555555555,0.0,14.0,12.0
